       X                   F4                  F5                  F6                  F7                  F8              q-mean(x)    
  4.600000e+01        1.747294e-03        6.552327e-02        5.495453e-01        3.401683e-01        4.301587e-02        6.357182e+00  
  4.637500e+01        1.747285e-03        6.552296e-02        5.495432e-01        3.401698e-01        4.301665e-02        6.357185e+00  
  4.675000e+01        1.747277e-03        6.552269e-02        5.495414e-01        3.401713e-01        4.301735e-02        6.357188e+00  
  4.712500e+01        1.747270e-03        6.552245e-02        5.495397e-01        3.401725e-01        4.301797e-02        6.357191e+00  
  4.750000e+01        1.747264e-03        6.552223e-02        5.495383e-01        3.401736e-01        4.301852e-02        6.357194e+00  
  4.787500e+01        1.747258e-03        6.552204e-02        5.495370e-01        3.401746e-01        4.301902e-02        6.357196e+00  
  4.825000e+01        1.747253e-03        6.552186e-02        5.495358e-01        3.401755e-01        4.301946e-02        6.357198e+00  
  4.862500e+01        1.747249e-03        6.552171e-02        5.495348e-01        3.401763e-01        4.301985e-02        6.357200e+00  
  4.900000e+01        1.747245e-03        6.552157e-02        5.495339e-01        3.401770e-01        4.302020e-02        6.357201e+00  
  4.937500e+01        1.747241e-03        6.552145e-02        5.495331e-01        3.401777e-01        4.302052e-02        6.357202e+00  
  4.975000e+01        1.747238e-03        6.552134e-02        5.495323e-01        3.401782e-01        4.302079e-02        6.357204e+00  
  5.012500e+01        1.747235e-03        6.552124e-02        5.495317e-01        3.401787e-01        4.302104e-02        6.357205e+00  
  5.050000e+01        1.747233e-03        6.552116e-02        5.495311e-01        3.401792e-01        4.302127e-02        6.357206e+00  
  5.087500e+01        1.747231e-03        6.552108e-02        5.495306e-01        3.401796e-01        4.302146e-02        6.357207e+00  
  5.125000e+01        1.747229e-03        6.552101e-02        5.495301e-01        3.401800e-01        4.302164e-02        6.357207e+00  
  5.162500e+01        1.747227e-03        6.552095e-02        5.495297e-01        3.401803e-01        4.302180e-02        6.357208e+00  
  5.200000e+01        1.747225e-03        6.552089e-02        5.495293e-01        3.401806e-01        4.302194e-02        6.357209e+00  
  5.237500e+01        1.747224e-03        6.552084e-02        5.495290e-01        3.401808e-01        4.302206e-02        6.357209e+00  
  5.275000e+01        1.747223e-03        6.552080e-02        5.495287e-01        3.401810e-01        4.302218e-02        6.357210e+00  
  5.312500e+01        1.747221e-03        6.552076e-02        5.495285e-01        3.401812e-01        4.302228e-02        6.357210e+00  
  5.350000e+01        1.747220e-03        6.552073e-02        5.495282e-01        3.401814e-01        4.302236e-02        6.357211e+00  
  5.387500e+01        1.747219e-03        6.552070e-02        5.495280e-01        3.401816e-01        4.302244e-02        6.357211e+00  
  5.425000e+01        1.747219e-03        6.552067e-02        5.495278e-01        3.401817e-01        4.302252e-02        6.357211e+00  
  5.462500e+01        1.747218e-03        6.552064e-02        5.495277e-01        3.401818e-01        4.302258e-02        6.357212e+00  
  5.500000e+01        1.747217e-03        6.552062e-02        5.495275e-01        3.401820e-01        4.302263e-02        6.357212e+00  
  5.537500e+01        1.747217e-03        6.552060e-02        5.495274e-01        3.401821e-01        4.302268e-02        6.357212e+00  
  5.575000e+01        1.747216e-03        6.552058e-02        5.495273e-01        3.401822e-01        4.302273e-02        6.357212e+00  
  5.612500e+01        1.747216e-03        6.552057e-02        5.495272e-01        3.401822e-01        4.302277e-02        6.357212e+00  
  5.650000e+01        1.747215e-03        6.552055e-02        5.495271e-01        3.401823e-01        4.302281e-02        6.357213e+00  
  5.687500e+01        1.747215e-03        6.552054e-02        5.495270e-01        3.401824e-01        4.302284e-02        6.357213e+00  
  5.725000e+01        1.747215e-03        6.552053e-02        5.495269e-01        3.401824e-01        4.302287e-02        6.357213e+00  
  5.762500e+01        1.747214e-03        6.552052e-02        5.495268e-01        3.401825e-01        4.302289e-02        6.357213e+00  
  5.800000e+01        1.747214e-03        6.552051e-02        5.495268e-01        3.401825e-01        4.302291e-02        6.357213e+00  
  5.837500e+01        1.747214e-03        6.552050e-02        5.495267e-01        3.401826e-01        4.302293e-02        6.357213e+00  
  5.875000e+01        1.747214e-03        6.552050e-02        5.495267e-01        3.401826e-01        4.302295e-02        6.357213e+00  
  5.912500e+01        1.747214e-03        6.552049e-02        5.495266e-01        3.401826e-01        4.302297e-02        6.357213e+00  
  5.950000e+01        1.747213e-03        6.552049e-02        5.495266e-01        3.401827e-01        4.302298e-02        6.357213e+00  
  5.987500e+01        1.747213e-03        6.552048e-02        5.495266e-01        3.401827e-01        4.302299e-02        6.357213e+00  
  6.025000e+01        1.747213e-03        6.552048e-02        5.495265e-01        3.401827e-01        4.302301e-02        6.357214e+00  
  6.062500e+01        1.747213e-03        6.552047e-02        5.495265e-01        3.401827e-01        4.302302e-02        6.357214e+00  
  6.100000e+01        1.747213e-03        6.552047e-02        5.495265e-01        3.401827e-01        4.302303e-02        6.357214e+00  
  6.137500e+01        1.747213e-03        6.552047e-02        5.495265e-01        3.401828e-01        4.302303e-02        6.357214e+00  
  6.175000e+01        1.747213e-03        6.552046e-02        5.495265e-01        3.401828e-01        4.302304e-02        6.357214e+00  
  6.212500e+01        1.747213e-03        6.552046e-02        5.495264e-01        3.401828e-01        4.302305e-02        6.357214e+00  
  6.250000e+01        1.747213e-03        6.552046e-02        5.495264e-01        3.401828e-01        4.302305e-02        6.357214e+00  
  6.287500e+01        1.747212e-03        6.552046e-02        5.495264e-01        3.401828e-01        4.302306e-02        6.357214e+00  
  6.325000e+01        1.747212e-03        6.552045e-02        5.495264e-01        3.401828e-01        4.302306e-02        6.357214e+00  
  6.362500e+01        1.747212e-03        6.552045e-02        5.495264e-01        3.401828e-01        4.302307e-02        6.357214e+00  
  6.400000e+01        1.747212e-03        6.552045e-02        5.495264e-01        3.401828e-01        4.302307e-02        6.357214e+00  
  6.437500e+01        1.747212e-03        6.552045e-02        5.495264e-01        3.401828e-01        4.302307e-02        6.357214e+00  
  6.475000e+01        1.747212e-03        6.552045e-02        5.495264e-01        3.401829e-01        4.302308e-02        6.357214e+00  
  6.512500e+01        1.747212e-03        6.552045e-02        5.495264e-01        3.401829e-01        4.302308e-02        6.357214e+00  
  6.550000e+01        1.747212e-03        6.552045e-02        5.495263e-01        3.401829e-01        4.302308e-02        6.357214e+00  
  6.587500e+01        1.747212e-03        6.552045e-02        5.495263e-01        3.401829e-01        4.302308e-02        6.357214e+00  
  6.625000e+01        1.747212e-03        6.552045e-02        5.495263e-01        3.401829e-01        4.302308e-02        6.357214e+00  
  6.662500e+01        1.747212e-03        6.552045e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  6.700000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  6.737500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  6.775000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  6.812500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  6.850000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  6.887500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  6.925000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  6.962500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302309e-02        6.357214e+00  
  7.000000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.037500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.075000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.112500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.150000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.187500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.225000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.262500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.300000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.337500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.375000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.412500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.450000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.487500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.525000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.562500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.600000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.637500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.675000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.712500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.750000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.787500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.825000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.862500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.900000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.937500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  7.975000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.012500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.050000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.087500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.125000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.162500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.200000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.237500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.275000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.312500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.350000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.387500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.425000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.462500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.500000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.537500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.575000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.612500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.650000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.687500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.725000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.762500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.800000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.837500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.875000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.912500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.950000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  8.987500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.025000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.062500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.100000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.137500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.175000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.212500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.250000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.287500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.325000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.362500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.400000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.437500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.475000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.512500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.550000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.587500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.625000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.662500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.700000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.737500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.775000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.812500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.850000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.887500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.925000e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
  9.962500e+01        1.747212e-03        6.552044e-02        5.495263e-01        3.401829e-01        4.302310e-02        6.357214e+00  
